frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,hip.Center_x,hip.Center_y,hip.Center_z
0,-0.17640515,-1.6931102,-1.2801797,-0.17640515,-0.8867276,-0.57081366,-0.14134856,-0.010217899,-0.416577,0.27937108,-0.04528808,-0.5840607,0.27937108,-0.9217839,-0.74248195,0.20925789,-1.6931102,-1.455435,-0.45688456,0.059895284,-0.16475534,-0.31664485,0.5857985,-0.43495655,-0.21146174,1.1467581,-0.3536103,0.4897383,1.1467581,-0.66279024,0.5949214,0.5857985,-0.31788644,0.559851,0.094951876,-0.059052646,0.13913803,1.1467581,-0.5655146,0.20926504,1.9881973,-0.6566933,0.17420177,1.5674777,-0.6102487,0.06901102,-0.02775287,-0.4978735
