frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,hip.Center_x,hip.Center_y,hip.Center_z
499,1.1764722099999978,-10.398697600000014,-2.878657150000002,0.5303654549999989,-5.275753200000004,-2.957457440000002,-0.20106602500000056,-0.022161310700000277,-3.4125527399999926,0.7885889899999995,-0.10887057500000029,-1.5719340400000035,-0.8889503499999997,-4.888861800000001,-1.623891469999995,0.7891287760000006,-10.098210899999986,-0.9902133299999887,-0.8040394699999996,-0.280203655,-0.9185873299999996,-0.5028414809999951,2.6903285499999905,-1.602830499999997,-0.4165158379999998,6.005463300000011,-2.7966022000000006,1.6498394399999987,6.350369400000009,-2.897008919999999,2.210109749999999,2.9921421499999976,-1.6594978900000026,1.5641918500000007,-0.32327992799999955,-1.3141167500000064,0.6166610709999997,6.177916300000004,-2.9278925900000043,-2.396814280000006,9.10618319999998,-3.3170469599999928,-0.8900766399999991,7.642049599999999,-3.231219600000003,0.2937612450000012,-0.06551582199999997,-2.4835853299999986
500,1.0854946999999977,-10.114656200000015,-2.975120740000002,0.4440871849999989,-5.1899520000000035,-3.070595400000002,-0.2418936120000006,-0.008857662400000275,-3.3829923499999923,0.8268915699999995,-0.1374813900000003,-1.6044045900000035,-0.3743155749999996,-5.0616026000000005,-1.7192074699999949,0.9974295500000006,-10.199617599999986,-1.5152162299999887,-0.8844397799999997,-0.22380680170000003,-0.6818277299999995,-0.6274970379999951,2.6883242999999903,-1.652243199999997,-0.45616420799999974,5.985809800000011,-2.761527530000001,1.6834108599999988,6.328375000000009,-2.9423512199999986,2.240160669999999,2.9889756199999975,-1.8914169400000027,1.5977632700000008,-0.2657212649999996,-1.4990873200000063,0.6136228309999997,6.157092600000005,-2.9018674600000045,-2.2983754000000056,9.155060099999982,-3.339486859999993,-0.8423760699999991,7.656076199999998,-3.1500705000000027,0.2924992250000012,-0.07316940499999998,-2.4824981899999985
501,1.0008915099999978,-9.969353400000015,-2.849574230000002,0.3186338355999989,-5.183632400000003,-3.0663193100000017,-0.2808253340000006,-0.014150869400000274,-3.372322349999992,0.8701489299999995,-0.1427745970000003,-1.6183952900000036,0.0121787050000004,-5.1836324000000005,-1.905979449999995,1.0829871200000005,-10.224475599999986,-2.133650899999989,-0.9646946999999997,-0.14401127770000002,-0.4980798389999995,-0.7510282499999952,2.71906084999999,-1.6581067999999968,-0.5373956699999998,5.924195000000011,-2.7866460600000007,1.682430599999999,6.308571500000009,-2.8785656699999986,2.2377303499999988,3.019207929999997,-2.044609880000003,1.596783010000001,-0.2282257269999996,-1.6292134700000065,0.5725167309999998,6.116383300000004,-2.8715104000000045,-2.1630345900000054,9.150364299999982,-3.379476359999993,-0.7952587099999991,7.633373699999998,-3.0716969000000027,0.29466180500000116,-0.07846261199999997,-2.4813197099999984
502,0.8738445339999978,-9.781496400000014,-2.823632730000002,0.1933268603999989,-5.178275000000004,-2.9827055100000015,-0.31954154900000065,-0.022715870400000275,-3.325394779999993,0.9128169099999995,-0.15133959800000032,-1.6680556100000035,0.3123549490000004,-5.178275,-2.206543029999995,1.1677951000000006,-10.163054899999986,-2.913304509999989,-1.0437952099999999,-0.02498514170000002,-0.4699059489999995,-0.8307143099999952,2.7878152499999898,-1.6822523299999967,-0.6176668099999998,5.899381300000011,-2.7637080300000005,1.6806482699999994,6.282603300000009,-2.8499060999999988,2.2769335999999987,3.0446509699999975,-2.108087780000003,1.6377267200000007,-0.1091995909999996,-1.6907100100000065,0.5314902459999998,6.090992200000004,-2.8495302000000047,-2.027367180000005,9.201137099999983,-3.422720399999993,-0.7479387199999992,7.646064499999998,-3.121041150000003,0.2966374500000012,-0.08702761299999996,-2.4807661799999985
503,0.7832428039999979,-9.606629400000013,-2.454181280000002,0.0696073633999989,-5.103249200000003,-2.6314576100000013,-0.3941234550000007,-0.052880979700000275,-3.296464679999993,0.9920807999999997,-0.13770101400000032,-1.6991715500000035,0.5694933990000004,-5.144393,-2.287467959999995,1.2443839400000007,-10.026657699999987,-3.513461709999989,-1.15151108,0.11205484429999998,-0.38376948899999946,-0.8999775699999952,2.84902784999999,-1.6479259899999967,-0.6895736599999998,5.9205612000000105,-2.8052403800000003,1.7081138199999992,6.2573205000000085,-2.7648734699999986,2.2963901899999986,3.0594010399999974,-2.038501150000003,1.6651922700000008,-0.013288237999999598,-1.6230101900000065,0.5092703049999998,6.088940900000004,-2.8230589000000044,-1.8915194000000048,9.202870699999984,-3.4635476699999934,-0.6911248049999992,7.645905599999998,-3.1178910800000033,0.2989784370000012,-0.09529087599999997,-2.4815528399999986
504,0.719684098999998,-9.432357000000014,-2.228917830000002,-0.030158537600001104,-5.018836460000003,-2.3073046100000014,-0.44648125500000063,-0.10347656670000027,-3.334859829999993,1.0505566399999997,-0.10471300600000033,-1.6622035900000034,0.7160401090000004,-5.1006585,-2.293435079999995,1.300632470000001,-9.931498299999987,-4.016554599999989,-1.23560479,0.2263991403,-0.2641745529999995,-0.9456362899999952,2.89139664999999,-1.6222982299999966,-0.7374606399999998,5.888726700000011,-2.8592827200000004,1.716968999999999,6.263920500000008,-2.6751129199999983,2.3007745599999985,3.0995423099999977,-1.9619102200000031,1.6762910000000006,0.10105605800000039,-1.5487290900000064,0.48975466099999987,6.076323600000004,-2.8223948000000045,-1.719253540000005,9.278762699999984,-3.5380213699999934,-0.6147494449999992,7.6775430999999985,-3.1942142800000037,0.3020376940000012,-0.10409478599999997,-2.4823079099999985
505,0.640207588999998,-9.232388000000013,-2.0072043100000023,-0.0633522866000011,-4.891345560000003,-1.9419365500000014,-0.47675723500000067,-0.13375818700000028,-3.311457569999993,1.0924547299999998,-0.09308016300000033,-1.6799937900000033,0.8013036740000004,-5.01363106,-2.306511349999995,1.339612770000001,-9.769091299999987,-4.156896269999989,-1.3424384100000002,0.31749165,-0.2692069729999995,-1.013458439999995,2.96356493999999,-1.6193962599999967,-0.8067485799999998,5.8986053000000105,-2.85133039,1.7125995599999988,6.270896600000008,-2.6262138199999985,2.2920368299999985,3.170259309999998,-1.751789330000003,1.6314585900000007,0.1936000610000004,-1.4081467300000063,0.4529264609999999,6.084750700000004,-2.8273705500000044,-1.575320420000005,9.428667399999982,-3.6065278699999936,-0.5611974549999992,7.756708999999999,-3.317356280000004,0.3078482710000012,-0.11341917499999997,-2.4836955699999983
506,0.5606253889999979,-9.022452900000014,-2.1611304900000023,-0.0942422572000011,-4.8085822200000035,-1.7753636800000014,-0.5033809450000006,-0.14227354500000028,-3.2909081699999927,1.1312549799999998,-0.10159552100000033,-1.7008439900000034,0.8443706640000004,-4.93086772,-2.357705469999995,1.3762873100000008,-9.595064799999987,-4.242067109999988,-1.4430190700000003,0.387184266,-0.3158857539999995,-1.075990849999995,3.0055797999999903,-1.6568064899999968,-0.8714210399999999,5.91081750000001,-2.82758506,1.7450230899999988,6.278857500000008,-2.6317880199999983,2.2778943499999986,3.210164139999998,-1.6028564600000028,1.6237081100000008,0.2654334330000004,-1.2840201400000062,0.4368017509999999,6.094837400000005,-2.8520641000000047,-1.447524710000005,9.569632699999982,-3.6496592299999935,-0.5053621949999992,7.832234999999998,-3.447395780000004,0.3139365470000012,-0.12193453299999997,-2.4849503099999986
507,0.5422940049999979,-8.930220500000015,-2.0259606400000023,-0.1059184310000011,-4.720794620000003,-1.6841671800000015,-0.5106201450000006,-0.14764897200000027,-3.2813271999999927,1.1484088599999998,-0.10697094800000032,-1.7089422400000034,0.9058832800000004,-4.88300188,-2.4182776399999955,1.3912234300000008,-9.496161799999987,-4.204659889999989,-1.5212288000000003,0.45943435,-0.3144795339999995,-1.116496589999995,3.0490062999999905,-1.6378560899999968,-0.9141454999999998,5.92318690000001,-2.81098505,1.795443519999999,6.286790400000008,-2.6242117799999987,2.2817377999999984,3.251372639999998,-1.459728450000003,1.594285020000001,0.29776175900000035,-1.1827209000000063,0.44064996499999987,6.104988700000005,-2.8646038000000047,-1.301697750000005,9.62413369999998,-3.6825999899999933,-0.43052436899999924,7.864561099999998,-3.4899576300000037,0.3188938840000012,-0.12730995999999997,-2.4858958399999986
508,0.4866043249999979,-8.873058700000016,-2.3006049900000023,-0.11661995400000108,-4.690558220000003,-1.8248664500000018,-0.5187586700000006,-0.14688570900000025,-3.2824423999999923,1.1698652299999999,-0.10620768500000032,-1.7076598500000035,0.9286213900000004,-4.85146908,-2.5214492899999956,1.4113989900000008,-9.476299599999987,-4.103047789999988,-1.6039370300000002,0.45633857,-0.3150652679999995,-1.201766879999995,3.0305327999999907,-1.6583071799999969,-1.0007122899999998,5.88549200000001,-2.75310143,1.852888209999999,6.287661300000008,-2.6009575599999986,2.295505649999998,3.231617629999998,-1.4223234300000027,1.572035450000001,0.2560998650000003,-1.1938928000000062,0.42608891999999987,6.086576600000005,-2.8416528000000048,-1.1440252300000051,9.70601189999998,-3.637808059999993,-0.3589681439999992,7.896294199999998,-3.4468253000000035,0.32555305100000115,-0.12654669699999999,-2.485528699999999
509,0.46902033999999787,-8.841565300000015,-2.618094190000002,-0.13070777300000108,-4.6835918600000035,-2.0492583800000017,-0.5305219100000007,-0.12609370400000025,-3.2647154999999928,1.1882791099999999,-0.1260937040000003,-1.7309881100000037,0.9877137700000005,-4.84334762,-2.5491031599999956,1.4286574900000009,-9.441310499999988,-4.048771749999988,-1.6493726000000002,0.51314347,-0.25112861699999955,-1.210020109999995,3.0721413999999907,-1.616198579999997,-1.0101352099999998,5.871240900000011,-2.73720416,1.9073152099999988,6.271084800000008,-2.6168386099999985,2.347592329999998,3.232547959999998,-1.4777081900000026,1.6276321200000008,0.23387376500000034,-1.2533349300000063,0.4485912039999999,6.0711629000000045,-2.8505867000000045,-0.9529748400000051,9.66958109999998,-3.6174821599999936,-0.2521925259999992,7.870371799999999,-3.4188587500000036,0.32887837500000117,-0.12609370399999997,-2.484657079999999
510,0.45169472999999793,-8.836674000000016,-3.1298084500000023,-0.18278718400000107,-4.708664200000004,-2.4361984100000016,-0.5407221400000007,-0.10449657730000025,-3.236121199999993,1.2056915699999997,-0.1435285600000003,-1.767595970000004,1.0455892000000004,-4.86698873,-2.5887975899999955,1.404191240000001,-9.393094099999988,-4.099767449999987,-1.69144987,0.5694944000000001,-0.16869744899999956,-1.254974139999995,3.109947909999991,-1.5838144199999968,-1.0174734599999997,5.850039600000011,-2.74129691,1.9594819399999985,6.247021500000008,-2.6583132399999982,2.395480399999998,3.190859289999998,-1.5418695200000028,1.6812298500000007,0.21359195300000036,-1.2578380900000063,0.47100472399999993,6.048530700000004,-2.8816208500000045,-0.761597400000005,9.62124909999998,-3.6265633599999934,-0.1452968089999992,7.8348897,-3.3870571500000035,0.33248448500000116,-0.12401256799999996,-2.4833849299999993
511,0.4156702769999979,-8.883288500000017,-3.603805150000002,-0.2167850740000011,-4.729338440000004,-2.832495440000002,-0.5338751140000008,-0.10124339630000025,-3.220869949999993,1.2064574899999998,-0.14027537900000028,-1.7835839900000037,1.0871847900000002,-4.88766297,-2.7012537899999955,1.364782660000001,-9.398192299999987,-4.219448119999987,-1.7601967900000002,0.6102091000000001,-0.10424122499999956,-1.285588379999995,3.102364999999991,-1.578756039999997,-1.0487586299999998,5.832976700000011,-2.72746841,1.9976943599999983,6.189113500000008,-2.701196599999998,2.432351479999998,3.143102139999998,-1.6412644000000027,1.7201279600000006,0.13649640400000038,-1.3524168300000066,0.4744685839999999,6.011045100000004,-2.9011774000000043,-0.594724300000005,9.61104489999998,-3.6150099999999936,-0.0601283309999992,7.8110449,-3.3031016000000033,0.3362907190000012,-0.12075938699999995,-2.481948309999999
512,0.396916826999998,-8.875115400000016,-4.147137400000002,-0.27142290000000113,-4.742361440000003,-3.160727040000002,-0.5475707440000008,-0.09858748530000025,-3.2083514499999928,1.22360225,-0.1376194680000003,-1.7971406600000037,1.1442513100000002,-4.899680610000001,-2.7822813199999956,1.3809212700000009,-9.386986999999987,-4.440710669999987,-1.80675844,0.64874891,0.032466680000000435,-1.295245699999995,3.0888536999999907,-1.575927989999997,-1.0205054799999997,5.805324900000011,-2.72900285,2.0497020999999984,6.159435300000008,-2.7072025399999977,2.4823479199999983,3.089668839999998,-1.7389964600000027,1.8519792200000007,0.059308555000000374,-1.4015002700000065,0.5145983299999999,5.982380200000004,-2.9029757000000043,-0.4307904670000049,9.56420139999998,-3.5950861999999937,0.0419039350000008,7.773290699999999,-3.2312742000000036,0.33801504400000115,-0.11810347599999996,-2.4812604799999987
513,0.37803659699999803,-8.822666000000016,-4.545145200000002,-0.32514562400000113,-4.716232240000004,-3.304691270000002,-0.5601943940000008,-0.10128062830000024,-3.1797271499999926,1.2382989699999998,-0.1403126110000003,-1.827463680000004,1.1987954000000003,-4.87230011,-2.847950199999996,1.3557701500000008,-9.330769199999986,-4.585083969999987,-1.85045569,0.6808980099999999,0.09950780900000043,-1.264253999999995,3.1445549399999906,-1.5067256599999972,-0.9521683799999998,5.803632000000011,-2.71777298,2.0979900899999984,6.116644000000008,-2.7244677899999976,2.5281186699999982,3.066926579999998,-1.7821977900000028,1.9799614700000008,0.016767800000000378,-1.4203740600000065,0.5729104099999999,5.960138100000004,-2.9167691500000044,-0.2877778070000049,9.558003999999979,-3.605620359999994,0.1425658250000008,7.759070799999998,-3.235889060000004,0.3390513440000012,-0.12079661899999997,-2.4815309099999987
514,0.36025640699999806,-8.731551800000016,-4.769800740000002,-0.41539456400000113,-4.690761240000003,-3.2564732600000017,-0.5714271240000008,-0.10585555830000025,-3.2120874499999923,1.2535077999999997,-0.1448875410000003,-1.801272630000004,1.2140042300000002,-4.84551037,-2.689994069999996,1.3314563400000008,-9.197525099999986,-4.5950255399999875,-1.8538511299999998,0.7475014999999999,0.17505857200000044,-1.2715752399999949,3.155975709999991,-1.5556639599999973,-0.9225886199999997,5.83626390000001,-2.7389042100000003,2.1461727099999983,6.108449300000007,-2.6668472899999975,2.5736939499999987,3.0401431799999976,-1.7799450600000026,2.067652420000001,-0.028619143999999624,-1.4512637500000065,0.6117913499999998,5.9723565000000045,-2.9042155900000046,-0.12777926700000491,9.58491409999998,-3.601095859999994,0.2420055670000008,7.778635199999997,-3.238098840000004,0.3410394000000012,-0.12537154899999997,-2.4813522399999988
515,0.3061763469999981,-8.623360700000015,-5.179439540000002,-0.5023606540000011,-4.646215400000003,-3.3283484600000017,-0.5815523340000008,-0.12862550500000025,-3.250770299999992,1.2701083299999998,-0.12862550500000028,-1.7669678700000038,1.2306047600000003,-4.8375351,-2.681956919999996,1.3090244200000007,-9.200297899999985,-4.603799979999988,-1.8944009499999996,0.7576030399999999,0.23939630400000045,-1.2767775899999951,3.1500857599999907,-1.5653716199999974,-0.9302523899999997,5.85217680000001,-2.7484049000000006,2.195658339999998,6.084106600000007,-2.6255120599999975,2.5816866099999984,2.9976829199999977,-1.8186849500000024,2.1561700200000007,-0.05262695999999962,-1.4486122700000066,0.6327025199999998,5.968141500000005,-2.8901810400000043,-0.025134876000004913,9.596370199999981,-3.581187329999994,0.3037835800000008,7.782255899999998,-3.198540040000004,0.3442770700000012,-0.12862550499999997,-2.4812830399999988
516,0.2538340961999981,-8.450400600000016,-5.328066940000003,-0.6220790440000011,-4.559177650000002,-3.2039682600000017,-0.5874306200000008,-0.13448495300000027,-3.282550649999992,1.2805021099999998,-0.1344849530000003,-1.7430661900000037,1.2805021100000005,-4.7876656,-2.5130111799999963,1.3194182000000008,-9.134202799999986,-4.408481039999988,-1.8840376999999997,0.7796311699999998,0.3435254100000004,-1.310558019999995,3.181425109999991,-1.5269430199999974,-0.8920012999999997,5.888187300000011,-2.7169636000000006,2.271108909999998,6.117782300000007,-2.5656574999999977,2.652481789999998,2.9546850299999976,-1.7541892000000026,2.2711089100000006,-0.02130359999999962,-1.3219492200000067,0.6895531199999998,6.002984700000005,-2.841041140000004,0.11534819399999509,9.587114899999982,-3.557319529999994,0.40245041200000076,7.7950497999999975,-3.207280760000004,0.34653506000000117,-0.134484953,-2.4821623899999987
517,0.1837825241999981,-8.292026500000016,-5.980895740000003,-0.7558331940000012,-4.523377690000003,-3.292930260000001,-0.6091609400000008,-0.11862610370000028,-3.2872821499999922,1.3107003099999999,-0.15518711600000026,-1.7453490400000038,1.3107003100000005,-4.749496200000001,-2.3978699799999967,1.2741393000000008,-9.078447499999985,-4.359096409999988,-1.8892837499999997,0.7860710499999999,0.3703405850000004,-1.322869359999995,3.232729209999991,-1.5388754699999974,-0.9090223699999997,5.906523300000011,-2.7024270600000007,2.289533059999998,6.094862000000007,-2.5883892999999976,2.702742949999998,2.896305629999998,-1.8285601000000027,2.3260940900000007,-0.005444750699999619,-1.2922507900000066,0.6902551299999997,6.000692400000005,-2.8634778400000043,0.1985630509999951,9.652104599999982,-3.6393385999999937,0.4444083640000007,7.826398499999996,-3.3025117300000044,0.35076947000000114,-0.13690660999999998,-2.4807045799999985
518,0.1333722741999981,-8.223326100000017,-6.624501740000003,-0.9054890000000012,-4.540545050000003,-3.4130222900000016,-0.6115327100000008,-0.11768753670000028,-3.2913982499999923,1.32093899,-0.15424854900000026,-1.7502858000000039,1.3209389900000006,-4.764292540000001,-2.408685249999997,1.248139310000001,-9.038885099999986,-4.526181309999988,-1.8388734499999995,0.7775663449999999,0.43845606000000037,-1.3543792199999949,3.229734619999991,-1.5922942599999974,-0.9452615099999998,5.906667400000011,-2.7088908000000007,2.324181979999998,6.056409900000007,-2.6268256999999973,2.732663099999998,2.859429359999998,-1.9227206900000025,2.3969817400000006,-0.004506183699999618,-1.3185459600000065,0.6894602499999998,5.981538400000004,-2.8949879500000044,0.3159136509999951,9.696738299999982,-3.720650139999994,0.5026864640000007,7.839138499999997,-3.3222629200000044,0.35470292000000114,-0.13596804299999998,-2.479032459999998
519,0.046150162199998096,-8.190718400000017,-7.583594300000002,-1.0194755100000013,-4.546097050000004,-3.8819450300000016,-0.6166406100000008,-0.09455182430000028,-3.2647554799999923,1.33304874,-0.16741039800000027,-1.776467080000004,1.3330487400000006,-4.8042352400000015,-2.632179959999997,1.223965100000001,-9.111342299999986,-4.817004339999988,-1.8325134099999996,0.7166530849999998,0.4865149900000003,-1.3900509499999951,3.218509689999991,-1.6253990599999972,-0.9484491799999999,5.868736300000011,-2.6875522000000007,2.363042299999998,5.980274500000007,-2.7034542499999974,2.7677101299999984,2.813827309999998,-2.0708236900000023,2.5084376500000007,-0.019574664299999614,-1.3826352600000065,0.7072968099999998,5.924505300000004,-2.930554040000004,0.33757778099999514,9.71231649999998,-3.7951196899999937,0.5224375240000008,7.818410999999997,-3.3238691500000046,0.35820432000000113,-0.13098122999999998,-2.4769901599999984
520,-0.0575820138000019,-8.207345500000018,-8.119660700000003,-1.0773006700000012,-4.567395000000004,-4.0396047300000015,-0.6407214400000009,-0.09082393030000029,-3.2077293299999923,1.36030518,-0.16368250400000026,-1.8322489800000037,1.3245285700000007,-4.785707480000001,-2.7860272099999968,1.215444930000001,-9.082063299999987,-5.139843799999987,-1.8066674599999994,0.6744887349999998,0.5227300550000004,-1.406034109999995,3.185825119999991,-1.6270084499999973,-0.9327041,5.843514100000011,-2.643248420000001,2.415945899999998,5.917243900000008,-2.7500439899999973,2.8165649299999984,2.785191809999998,-2.1646819200000023,2.6328949500000007,-0.053641122299999615,-1.4182167600000064,0.7416213799999998,5.880379000000005,-2.9438198300000042,0.44952285999999514,9.73709049999998,-3.8193589199999938,0.5955718740000008,7.808734799999996,-3.2990503500000044,0.35979212400000116,-0.12725333599999997,-2.476660309999998
521,-0.1273382160000019,-8.263220200000017,-8.644255900000003,-1.0682113800000013,-4.6175905500000045,-4.342648490000002,-0.6703179500000008,-0.06848945670000028,-3.0565127799999927,1.3870684399999997,-0.17701401900000024,-1.9768585800000036,1.3512918300000005,-4.83440032,-3.0978986499999968,1.2065279000000009,-9.059106399999987,-5.8172357699999875,-1.7544115299999992,0.6536572849999999,0.5105413250000004,-1.3924501599999948,3.181164419999991,-1.6573935299999971,-0.9236148100000001,5.81636670000001,-2.6108287200000007,2.433719349999998,5.8172620000000075,-2.911468489999997,2.8670132299999986,2.7835227499999977,-2.353202720000002,2.757680230000001,-0.06848945669999962,-1.5212838600000063,0.7550527499999998,5.816814200000005,-3.0341905300000045,0.5729438699999951,9.716387499999978,-3.8971809199999936,0.6639983040000008,7.766600899999997,-3.297796180000004,0.35837574400000116,-0.12275209499999998,-2.476034039999998
522,-0.2539083440000019,-8.356735200000017,-8.647870500000003,-1.0841653100000013,-4.608379370000004,-4.339075160000002,-0.6868889100000007,-0.06718204000000029,-2.9858681799999927,1.4032571499999997,-0.17539093600000027,-2.0443241300000032,1.3312351900000003,-4.86113332,-3.324775289999997,1.223032270000001,-9.042005699999988,-6.256693499999987,-1.6962825999999993,0.6174707749999998,0.5615388850000004,-1.4077589199999947,3.176805019999991,-1.5993997299999971,-0.9033238700000001,5.80757520000001,-2.5915183000000006,2.4845755299999976,5.771909400000007,-2.9693445199999973,2.9169366899999987,2.7801103499999975,-2.385114390000002,2.844466070000001,-0.06718203999999962,-1.5042080900000063,0.7906267999999999,5.7897422000000045,-3.0674475300000044,0.7179134299999951,9.646470799999978,-3.9077629499999937,0.7542698700000009,7.718106599999996,-3.239364670000004,0.35818415400000114,-0.12128684499999998,-2.477172959999998
523,-0.3658988640000019,-8.426055200000016,-8.584097400000003,-1.0164745200000012,-4.588884410000004,-4.344651030000001,-0.6909192000000007,-0.06608988900000029,-2.8218593099999927,1.4073955599999997,-0.17429878500000026,-2.1999531700000032,1.3353736000000003,-4.87936215,-3.5782574899999973,1.2264277700000008,-9.040347499999989,-6.6061592999999865,-1.7047684499999995,0.6215336199999998,0.5327828600000003,-1.4147598999999949,3.191264069999991,-1.5419038999999972,-0.8718579200000001,5.796205800000011,-2.4951079000000007,2.4931695099999978,5.7235725000000075,-3.0669078199999973,2.9639970899999986,2.7561168199999977,-2.3843128200000017,2.9277512700000012,-0.06608988899999962,-1.4269381000000063,0.8106567699999998,5.759889000000005,-3.074712470000004,0.8481447399999951,9.595987499999978,-3.8699787199999935,0.8294007500000009,7.677938299999996,-3.208261180000004,0.35823844400000115,-0.12019469399999998,-2.4790989299999984
524,-0.4527180420000019,-8.457386700000017,-8.494721300000002,-0.9562518900000011,-4.568189170000004,-4.358728030000002,-0.7042029300000008,-0.06873921840000029,-2.7510866799999927,1.4191929899999998,-0.17600898400000026,-2.2655241400000032,1.3118126000000003,-4.82143,-3.6377444799999967,1.2391507300000009,-8.99629379999999,-6.678434099999986,-1.7124722199999995,0.6151546999999997,0.48783243000000026,-1.4243142799999946,3.207176129999991,-1.4893551199999973,-0.88423041,5.799036300000011,-2.4208191800000005,2.499358849999998,5.7264030000000075,-3.096889909999997,3.0036794599999985,2.7385212699999975,-2.392276800000002,2.967433640000001,-0.06873921839999962,-1.3829245100000063,0.8075649499999998,5.762719500000005,-3.061322290000004,0.9530064699999952,9.578263599999978,-3.8032349299999937,0.8802854700000009,7.670491699999996,-3.169211250000004,0.3574945690000012,-0.12237433899999998,-2.4802834999999983
525,-0.4671912760000018,-8.485773800000016,-8.271309800000001,-0.8965473800000012,-4.555171220000004,-4.302907830000001,-0.7160516500000007,-0.054023026400000285,-2.649982539999993,1.4260820699999999,-0.19575047400000023,-2.362012240000003,1.3200067700000002,-4.807092860000001,-3.722702479999996,1.2473449000000008,-8.916031699999989,-6.912600999999986,-1.6819887699999994,0.6246356899999997,0.4218256500000003,-1.4309273199999946,3.2327837999999907,-1.5001607799999972,-0.86030251,5.8049801000000105,-2.363625870000001,2.498388249999998,5.697875400000007,-3.171340969999997,3.0345553599999984,2.7667395999999975,-2.393595330000002,3.032780590000001,-0.019551515399999622,-1.3525246800000064,0.8190435799999999,5.751427600000004,-3.081289790000004,1.034747059999995,9.572613799999978,-3.793998129999993,0.9268955600000008,7.662020899999996,-3.178937590000004,0.3550147400000012,-0.12488675099999998,-2.4813581399999984
526,-0.5027014300000018,-8.517828000000017,-8.207106300000001,-0.8962160700000013,-4.517807060000004,-4.269022530000001,-0.7158004400000008,-0.054428124000000286,-2.643666489999993,1.42532143,-0.19607475000000024,-2.3668257700000033,1.2836612000000003,-4.8052332500000015,-3.8193664799999962,1.2466796200000008,-8.912244399999988,-7.019030399999986,-1.7169052699999992,0.5883085399999998,0.39875966000000024,-1.4303394599999946,3.2308826999999907,-1.4694212899999972,-0.8599711999999999,5.801812000000011,-2.354493970000001,2.497115479999998,5.694787900000007,-3.156162669999997,3.0330398599999984,2.729415099999998,-2.3426813100000023,3.066850490000001,-0.01995661299999962,-1.2780405400000063,0.8185728499999999,5.748300000000004,-3.0673112900000037,1.105379429999995,9.567733799999978,-3.7729259299999933,0.9619763800000007,7.658017099999996,-3.1737769300000043,0.3547595400000012,-0.125251318,-2.4821264199999984
527,-0.5043007700000018,-8.551874200000016,-8.113144700000001,-0.8614670700000013,-4.516737750000004,-4.248490100000001,-0.7173482800000008,-0.05459170500000029,-2.5775116399999933,1.4231827799999999,-0.19618707300000024,-2.4279504400000036,1.2815740600000005,-4.804060500000002,-3.9371217699999956,1.244592480000001,-8.873747899999987,-7.191054799999986,-1.754403299999999,0.5879902199999998,0.34368198500000025,-1.4316946599999947,3.1936250499999908,-1.5126108599999972,-0.86146707,5.800068200000011,-2.334388970000001,2.494681699999998,5.656850200000007,-3.1769655399999968,3.0304510999999987,2.728505999999998,-2.2878090400000026,3.136701410000001,-0.02012019399999962,-1.2339488000000063,0.81660777,5.728459200000004,-3.065015190000004,1.103349029999995,9.58308349999998,-3.7596267299999937,0.9599788800000006,7.655771599999995,-3.182789370000004,0.3529165300000012,-0.125389388,-2.4832194399999983
528,-0.518573400000002,-8.546728400000017,-8.046407000000002,-0.8374434700000013,-4.504976550000005,-4.269761700000001,-0.7302919600000009,-0.03885822500000029,-2.5683944499999933,1.43135916,-0.21612005900000025,-2.433147490000004,1.2897504400000006,-4.754003090000002,-3.9027093699999957,1.254097810000001,-8.830305499999987,-7.1970381999999855,-1.7594300599999992,0.5627700649999998,0.24582883100000025,-1.4750176399999946,3.185580589999991,-1.5776618099999973,-0.9087621000000001,5.80919960000001,-2.309345190000001,2.494941629999998,5.667296500000007,-3.1604981999999966,3.026752849999999,2.760086669999998,-2.2718855400000026,3.168655810000001,-0.004386713999999622,-1.2226032000000064,0.79309022,5.738248100000004,-3.0431285900000042,1.0772017299999952,9.56514999999998,-3.7118010999999935,0.9351462100000008,7.651699299999994,-3.153725310000004,0.3505328840000012,-0.127489141,-2.483430419999998
